record_id,incident_date,year,month,city_municipality,barangay,latitude,longitude,flood_risk_level,flood_depth_meters,flood_category,flood_duration_hours,rainfall_mm,weather_condition,typhoon_name,typhoon_alert_level,affected_population,affected_families,evacuees,evacuation_center,fatalities,injuries,estimated_damage_php,infrastructure_damaged,relief_goods_distributed,response_time_hours,data_source
1727,2010-01-20,2010,January,Parañaque,Baclaran,14.523200000000001,120.9969,High,1.73,Neck-deep,9,202.4,Typhoon,None (Monsoon),None,3324,618,598,BF Homes Covered Court,0,1,9592250,Bridges,Yes,11.3,LGU Report
1728,2013-09-15,2013,September,Las Piñas,Almanza Dos,14.463000000000001,120.98259999999999,Moderate,0.41,Knee-deep,13,277.0,Scattered Showers,Pepito,Signal No. 3,668,131,49,Pulang Lupa Covered Court,0,3,193665,Homes,No,15.0,MMDA
1729,2021-12-06,2021,December,Las Piñas,Pulang Lupa Dos,14.4695,120.9761,Moderate,0.75,Waist-deep,9,297.4,Typhoon,None (Monsoon),None,1147,278,128,Pulang Lupa Covered Court,0,7,783863,Roads and Homes,Yes,19.7,DSWD
1730,2019-01-07,2019,January,Muntinlupa,Tunasan,14.3886,121.03099999999999,Moderate,0.81,Waist-deep,28,306.3,Monsoon Rains,Ulysses,Signal No. 1,4364,954,419,Tunasan Elementary School,0,7,3184654,Roads and Homes,No,20.0,MMDA
1731,2018-06-04,2018,June,Muntinlupa,Alabang,14.4262,121.0428,Low,0.17,Knee-deep,8,246.0,Typhoon,None (Monsoon),None,618,158,10,Tunasan Elementary School,0,1,222406,Bridges and Roads,No,15.9,LGU Report
1732,2017-04-09,2017,April,Taguig,Ususan,14.509300000000001,121.0627,High,1.97,Neck-deep,80,81.3,Scattered Showers,Tisoy,Signal No. 2,5385,1227,744,Pinagsama Covered Court,0,10,19047991,Roads,No,6.2,LGU Report
1733,2007-08-11,2007,August,Taguig,Pinagsama,14.5253,121.05839999999999,Moderate,0.94,Waist-deep,2,349.2,Scattered Showers,None (Monsoon),None,4780,983,559,Ususan Elementary School,0,9,4571366,Homes,No,13.5,NDRRMC
1734,2021-08-15,2021,August,Taguig,Lower Bicutan,14.5126,121.0543,Moderate,0.83,Waist-deep,25,263.5,Monsoon Rains,None (Monsoon),None,2080,533,195,Ususan Elementary School,0,2,3354794,Roads and Homes,No,23.4,DSWD
1735,2001-12-03,2001,December,Malabon,Longos,14.6636,120.9583,Very High,3.29,House-roof level,82,233.4,Scattered Showers,Rolly,Signal No. 1,6847,1538,2630,Malabon City Hall Covered Court,0,11,47792402,Homes,Yes,1.6,MMDA
1736,2018-04-14,2018,April,Malabon,Panghulo,14.6688,120.959,Very High,1.94,Neck-deep,70,222.8,Typhoon,Rolly,Signal No. 4,7321,1536,2268,Catmon Covered Court,0,8,26748217,Roads and Homes,No,18.0,MMDA
1737,2009-10-18,2009,October,Malabon,Tañong,14.6597,120.9554,Very High,3.9,House-roof level,46,278.2,Monsoon Rains,Ulysses,Signal No. 3,7600,1477,2247,Longos Elementary School,0,36,31636381,Roads,Yes,4.7,LGU Report
1738,2019-07-26,2019,July,Malabon,Catmon,14.6603,120.9545,Very High,0.68,Waist-deep,148,96.0,Monsoon Rains,Kiko,Signal No. 3,1102,234,390,Panghulo Elementary School,0,3,1222628,Bridges,Yes,10.5,PAGASA
1739,2011-04-15,2011,April,Malabon,Hulong Duhat,14.6622,120.9562,High,0.88,Waist-deep,47,332.3,Scattered Showers,Quedan,Signal No. 2,3863,910,1041,Malabon City Hall Covered Court,0,5,6246004,Roads and Homes,Yes,4.9,LGU Report
1740,2001-04-20,2001,April,Malabon,Acacia,14.665000000000001,120.9568,High,2.26,House-roof level,73,74.2,Continuous Rain,Ursula,Signal No. 1,4053,808,622,Malabon National High School,0,12,21478594,Bridges,Yes,12.1,PAGASA
1741,2016-04-28,2016,April,Navotas,Bangculasi,14.6625,120.9417,Very High,2.89,House-roof level,162,91.0,Continuous Rain,None (Monsoon),None,4467,824,1963,Bangculasi Elementary School,0,14,6686712,Roads,No,14.1,NDRRMC
1742,2018-02-21,2018,February,Navotas,Daanghari,14.6597,120.9438,Very High,3.88,House-roof level,105,156.9,Monsoon Rains,Nonoy,Signal No. 2,1175,228,488,Navotas City Hall Gymnasium,0,32,11114707,Bridges and Roads,No,11.4,LGU Report
1743,2014-09-27,2014,September,Navotas,Navotas East,14.6579,120.9414,Very High,3.14,House-roof level,13,101.7,Continuous Rain,Ondoy,Signal No. 1,7310,1816,1734,Navotas Sports Complex,0,15,47828489,Homes,Yes,17.9,NDRRMC
1744,2019-03-14,2019,March,Navotas,Navotas West,14.655999999999999,120.93809999999999,Very High,2.47,House-roof level,144,156.8,Monsoon Rains,Rolly,Signal No. 1,2867,636,1071,Tangos National High School,0,10,17654374,Bridges,Yes,11.3,PAGASA
1745,2019-07-18,2019,July,Navotas,North Bay Blvd South,14.6532,120.9377,High,0.31,Knee-deep,49,71.6,Continuous Rain,None (Monsoon),None,1465,308,253,Bangculasi Elementary School,0,0,1043575,Bridges and Roads,No,9.5,MMDA
1746,2000-12-15,2000,December,Valenzuela,Bisig,14.7017,120.978,Very High,4.34,House-roof level,54,209.8,Heavy Rain,Ondoy,Signal No. 2,7656,1472,1713,Lingunan Elementary School,0,22,34900254,Bridges,No,5.4,MMDA
1747,2001-02-25,2001,February,Valenzuela,Lawang Bato,14.7036,120.9766,Very High,0.97,Waist-deep,167,418.6,Continuous Rain,Rolly,Signal No. 2,3126,677,670,Valenzuela City Gymnasium,0,8,2365322,Roads and Homes,Yes,19.5,NDRRMC
1748,2013-07-01,2013,July,Valenzuela,Lingunan,14.707500000000001,120.9817,High,1.73,Neck-deep,21,414.0,Monsoon Rains,Tonyo,Signal No. 3,6604,1425,1535,Lawang Bato Covered Court,0,6,26625110,Roads and Homes,No,21.3,DSWD
1749,2023-07-27,2023,July,Valenzuela,Punturin,14.712800000000001,120.9841,High,2.84,House-roof level,25,322.0,Heavy Rain,Ulysses,Signal No. 3,2419,581,635,Valenzuela National High School Gym,2,27,12757395,Roads and Homes,No,20.5,DSWD
1750,2015-12-04,2015,December,Valenzuela,Parada,14.6987,120.9806,High,2.64,House-roof level,18,196.1,Scattered Showers,Marce,Signal No. 1,4332,826,673,Lawang Bato Covered Court,0,16,8552965,Bridges and Roads,No,20.4,PAGASA
1751,2022-07-05,2022,July,Marikina,Tumana,14.6563,121.1045,Very High,2.31,House-roof level,38,333.4,Monsoon Rains,Kiko,Signal No. 3,5731,1623,2233,Marikina Sports Center,0,10,26135510,Homes,No,10.1,PAGASA
1752,2001-11-03,2001,November,Marikina,Calumpang,14.6485,121.1034,Very High,1.45,Chest-deep,97,288.3,Scattered Showers,Tonyo,Signal No. 2,419,80,118,Calumpang Elementary School,0,8,924423,None,Yes,16.1,LGU Report
1753,2019-09-04,2019,September,Marikina,Concepcion Dos,14.660499999999999,121.1085,Very High,3.6,House-roof level,88,248.7,Scattered Showers,Tonyo,Signal No. 2,3862,876,1468,Calumpang Elementary School,0,13,21252831,Bridges and Roads,Yes,11.8,LGU Report
1754,2001-09-23,2001,September,Marikina,Industrial Valley,14.652899999999999,121.1127,High,0.35,Knee-deep,13,195.7,Monsoon Rains,None (Monsoon),None,6022,1446,859,Calumpang Elementary School,0,3,3000711,Roads,No,10.5,MMDA
1755,2015-04-17,2015,April,Marikina,Nangka,14.668800000000001,121.1074,High,2.43,House-roof level,90,195.6,Typhoon,Ondoy,Signal No. 2,7125,1871,1335,Marikina City Hall Gymnasium,0,19,34081686,Bridges,Yes,12.0,LGU Report
1756,2017-10-27,2017,October,Marikina,Fortune,14.6726,121.1092,High,1.27,Chest-deep,14,95.3,Scattered Showers,None (Monsoon),None,7916,1868,1126,Marikina Sports Center,0,7,23251359,Homes,No,23.1,PAGASA
1757,2024-12-04,2024,December,Pasig,Pinagbuhatan,14.561499999999999,121.10279999999999,Very High,1.46,Chest-deep,86,405.1,Heavy Rain,Marce,Signal No. 2,3093,569,793,Pasig Sports Center,0,8,10894874,None,No,16.9,LGU Report
1758,2018-08-09,2018,August,Pasig,Bambang,14.558499999999999,121.0981,Very High,2.54,House-roof level,155,53.1,Monsoon Rains,None (Monsoon),None,6920,1642,2662,Pasig City Hall Gymnasium,4,24,34012491,Roads,No,21.9,LGU Report
1759,2014-05-27,2014,May,Pasig,Ugong,14.563600000000001,121.07140000000001,High,2.37,House-roof level,17,142.6,Monsoon Rains,Marce,Signal No. 1,5326,1206,1267,Bambang Elementary School,0,21,23477327,Bridges and Roads,No,15.7,NDRRMC
1760,2003-12-12,2003,December,Pasig,Dela Paz,14.5725,121.0827,High,0.39,Knee-deep,53,81.3,Heavy Rain,Queenie,Signal No. 2,6672,1713,1652,Bambang Elementary School,0,3,2784410,None,Yes,17.1,DSWD
1761,2019-06-11,2019,June,Pasig,Palatiw,14.5625,121.10130000000001,High,0.96,Waist-deep,81,317.6,Monsoon Rains,Kiko,Signal No. 4,548,156,66,Bambang Elementary School,0,1,851826,Homes,No,12.7,LGU Report
1762,2020-04-23,2020,April,Quezon City,Batasan Hills,14.6883,121.113,High,1.47,Chest-deep,37,371.8,Monsoon Rains,None (Monsoon),None,6325,1202,1733,Batasan Hills National High School Gym,0,4,14179136,None,No,10.7,LGU Report
1763,2012-06-22,2012,June,Quezon City,Commonwealth,14.6811,121.10950000000001,High,0.7,Waist-deep,58,235.2,Typhoon,Tisoy,Signal No. 2,2714,762,381,QC Sports Club,0,6,2494304,Homes,Yes,16.6,DSWD
1764,2021-04-12,2021,April,Quezon City,Payatas,14.7235,121.1182,High,1.5,Neck-deep,44,205.3,Scattered Showers,Ulysses,Signal No. 3,2433,634,520,Payatas Elementary School Covered Court,0,6,8997901,Bridges,Yes,19.5,PAGASA
1765,2019-08-11,2019,August,Quezon City,Bagong Silangan,14.7013,121.131,Moderate,0.66,Waist-deep,43,426.6,Monsoon Rains,None (Monsoon),None,1381,340,73,Quezon City Reception Area,0,6,1468397,Bridges and Roads,No,9.7,DSWD
1766,2002-11-12,2002,November,Quezon City,Novaliches Proper,14.7348,121.0242,Moderate,1.44,Chest-deep,9,105.6,Continuous Rain,None (Monsoon),None,5617,1453,833,Batasan Hills National High School Gym,0,10,16534648,Bridges,No,9.5,LGU Report
1767,2006-02-28,2006,February,Manila,Tondo,14.6184,120.967,Very High,1.24,Chest-deep,25,332.8,Heavy Rain,None (Monsoon),None,2055,518,596,Manila City Hall Gymnasium,0,10,4904258,Homes,No,12.2,MMDA
1768,2002-04-23,2002,April,Manila,Binondo,14.598700000000001,120.9733,High,2.81,House-roof level,48,415.3,Scattered Showers,Nonoy,Signal No. 4,2885,592,601,Manila City Hall Gymnasium,0,0,4930776,None,Yes,22.0,LGU Report
1769,2019-01-13,2019,January,Manila,Pandacan,14.5884,121.0051,Very High,1.54,Neck-deep,77,215.7,Scattered Showers,Nonoy,Signal No. 1,7905,2011,2612,Manila City Hall Gymnasium,0,13,14733382,Bridges,Yes,1.9,MMDA
1770,2003-12-09,2003,December,Manila,Sta. Ana,14.5748,121.0095,High,2.95,House-roof level,71,89.9,Scattered Showers,Ondoy,Signal No. 2,3733,846,662,Tondo Sports Complex,2,11,20277477,Roads and Homes,No,15.2,MMDA
1771,2010-01-14,2010,January,Manila,San Andres Bukid,14.581000000000001,120.99990000000001,High,1.15,Chest-deep,76,155.2,Monsoon Rains,Pepito,Signal No. 2,2817,766,256,Binondo Elementary School,0,7,7444763,Bridges,No,16.3,NDRRMC
1772,2012-07-09,2012,July,Caloocan,Bagong Barrio,14.6712,120.98689999999999,High,0.65,Waist-deep,32,418.0,Monsoon Rains,None (Monsoon),None,4688,1089,473,Baesa National High School,0,0,6013213,Bridges,Yes,14.7,DSWD
1773,2011-12-27,2011,December,Caloocan,Grace Park,14.658299999999999,120.98360000000001,High,1.24,Chest-deep,89,382.8,Scattered Showers,Quedan,Signal No. 1,6577,1607,1732,Grace Park Elementary School,0,7,4386760,Roads and Homes,Yes,23.0,PAGASA
1774,2009-09-01,2009,September,Caloocan,Camarin,14.7344,121.01129999999999,Moderate,0.54,Waist-deep,34,396.9,Typhoon,None (Monsoon),None,6930,1680,369,Bagong Barrio Covered Court,0,0,3523844,Bridges,Yes,3.1,DSWD
1775,2020-06-11,2020,June,Caloocan,Baesa,14.692499999999999,121.0011,High,1.08,Chest-deep,31,228.8,Continuous Rain,None (Monsoon),None,6942,1707,1257,Caloocan City Gymnasium,0,4,7434818,Bridges,Yes,4.7,LGU Report
1776,2018-06-12,2018,June,Parañaque,BF Homes,14.4871,121.01219999999999,Moderate,0.59,Waist-deep,4,411.7,Scattered Showers,None (Monsoon),None,1637,380,92,Parañaque National High School,0,0,1291353,Homes,No,4.0,LGU Report
1777,2006-03-24,2006,March,Parañaque,La Huerta,14.4931,120.99940000000001,Moderate,1.35,Chest-deep,45,349.0,Heavy Rain,Ursula,Signal No. 3,2182,412,171,Parañaque City Hall Gymnasium,0,0,6711832,None,No,13.4,NDRRMC
1778,2019-02-13,2019,February,Parañaque,Baclaran,14.5243,120.9975,High,1.86,Neck-deep,46,438.6,Typhoon,Kiko,Signal No. 1,3987,790,1158,BF Homes Covered Court,0,6,15724399,Bridges,Yes,18.4,MMDA
1779,2000-09-30,2000,September,Las Piñas,Almanza Dos,14.4631,120.9825,Moderate,0.98,Waist-deep,25,330.3,Typhoon,None (Monsoon),None,2433,489,227,Almanza Elementary School,0,7,5091517,Bridges,Yes,20.7,DSWD
1780,2010-03-11,2010,March,Las Piñas,Pulang Lupa Dos,14.4682,120.9747,Moderate,0.14,Knee-deep,19,350.0,Scattered Showers,None (Monsoon),None,1647,408,127,Pulang Lupa Covered Court,0,0,379782,Roads,Yes,8.1,PAGASA
1781,2024-06-02,2024,June,Muntinlupa,Tunasan,14.388399999999999,121.0308,Moderate,0.81,Waist-deep,22,163.8,Continuous Rain,None (Monsoon),None,1007,255,36,Muntinlupa City Hall Gymnasium,0,6,739131,None,No,16.9,MMDA
1782,2020-11-17,2020,November,Muntinlupa,Alabang,14.4249,121.0429,Low,0.37,Knee-deep,1,162.7,Typhoon,Rolly,Signal No. 2,223,48,7,Tunasan Elementary School,0,0,146832,Roads,No,10.9,NDRRMC
1783,2008-04-01,2008,April,Taguig,Ususan,14.5096,121.0635,High,1.22,Chest-deep,95,322.0,Continuous Rain,None (Monsoon),None,7358,1598,1596,Pinagsama Covered Court,0,1,12550961,Roads and Homes,Yes,11.2,DSWD
1784,2019-12-08,2019,December,Taguig,Pinagsama,14.5236,121.05799999999999,Moderate,0.62,Waist-deep,24,144.7,Monsoon Rains,None (Monsoon),None,5150,953,212,Ususan Elementary School,0,0,6472042,Homes,No,21.5,DSWD
1785,2003-10-07,2003,October,Taguig,Lower Bicutan,14.513800000000002,121.054,Moderate,1.18,Chest-deep,40,310.2,Scattered Showers,Queenie,Signal No. 4,6500,1627,622,Pinagsama Covered Court,0,0,11798487,Homes,Yes,9.6,PAGASA
1786,2015-12-03,2015,December,Malabon,Longos,14.6622,120.9577,Very High,3.81,House-roof level,97,236.8,Typhoon,None (Monsoon),None,4877,941,1028,Catmon Covered Court,3,25,15977250,None,No,10.5,MMDA
1787,2020-03-11,2020,March,Malabon,Panghulo,14.6678,120.9588,Very High,0.94,Waist-deep,52,422.9,Typhoon,None (Monsoon),None,3564,948,562,Malabon City Hall Covered Court,0,1,5434716,None,Yes,1.1,DSWD
1788,2009-11-18,2009,November,Malabon,Tañong,14.658900000000001,120.9556,Very High,2.24,House-roof level,12,387.7,Typhoon,Kiko,Signal No. 1,5013,1071,1728,Malabon City Hall Covered Court,0,4,16834565,Roads,No,22.3,DSWD
1789,2020-09-18,2020,September,Malabon,Catmon,14.6601,120.95479999999999,Very High,2.36,House-roof level,137,161.0,Monsoon Rains,Pepito,Signal No. 4,7172,1992,2142,Longos Elementary School,0,3,12023537,None,No,7.7,NDRRMC
1790,2022-01-07,2022,January,Malabon,Hulong Duhat,14.6614,120.9553,High,1.51,Neck-deep,87,328.1,Continuous Rain,Ulysses,Signal No. 2,2804,663,817,Malabon City Hall Covered Court,0,3,10338969,None,No,19.2,DSWD
1791,2007-11-02,2007,November,Malabon,Acacia,14.664000000000001,120.9559,High,1.25,Chest-deep,12,348.8,Monsoon Rains,None (Monsoon),None,4263,980,675,Panghulo Elementary School,0,10,7704132,Bridges,Yes,12.0,LGU Report
1792,2011-10-04,2011,October,Navotas,Bangculasi,14.6615,120.9419,Very High,2.54,House-roof level,84,395.3,Monsoon Rains,None (Monsoon),None,4288,1078,1223,Navotas City Hall Gymnasium,0,17,10569056,Roads and Homes,Yes,4.7,MMDA
1793,2001-08-14,2001,August,Navotas,Daanghari,14.658900000000001,120.9445,Very High,3.87,House-roof level,168,151.7,Heavy Rain,None (Monsoon),None,1839,431,309,Bangculasi Elementary School,0,36,4825943,Bridges,Yes,9.2,NDRRMC
1794,2009-07-19,2009,July,Navotas,Navotas East,14.656799999999999,120.9405,Very High,3.01,House-roof level,74,65.8,Monsoon Rains,None (Monsoon),None,6464,1401,2046,Bangculasi Elementary School,0,25,28307127,Homes,Yes,10.5,MMDA
1795,2002-05-22,2002,May,Navotas,Navotas West,14.655399999999998,120.9388,Very High,1.04,Chest-deep,82,242.0,Typhoon,Pepito,Signal No. 2,6553,1462,2061,Tangos National High School,0,10,11438957,Roads and Homes,Yes,13.9,MMDA
1796,2005-09-20,2005,September,Navotas,North Bay Blvd South,14.653400000000001,120.9381,High,0.67,Waist-deep,34,222.6,Heavy Rain,None (Monsoon),None,877,198,155,Bangculasi Elementary School,0,4,1058863,Roads and Homes,No,20.2,NDRRMC
1797,2014-03-09,2014,March,Valenzuela,Bisig,14.7014,120.97829999999999,Very High,1.8,Neck-deep,135,362.4,Continuous Rain,Nonoy,Signal No. 3,5874,1186,2044,Valenzuela City Gymnasium,0,9,9762931,Bridges,Yes,2.1,PAGASA
1798,2022-03-15,2022,March,Valenzuela,Lawang Bato,14.7042,120.9754,Very High,1.91,Neck-deep,162,70.1,Typhoon,Ondoy,Signal No. 2,1352,305,567,Valenzuela National High School Gym,0,11,3618901,Bridges and Roads,No,5.1,DSWD
1799,2004-07-03,2004,July,Valenzuela,Lingunan,14.7073,120.982,High,1.4,Chest-deep,54,51.9,Heavy Rain,Tonyo,Signal No. 3,7490,1694,1961,Lingunan Elementary School,0,9,21161105,None,No,6.8,NDRRMC
1800,2002-09-17,2002,September,Valenzuela,Punturin,14.7132,120.9826,High,2.42,House-roof level,14,361.8,Scattered Showers,Rolly,Signal No. 2,328,62,47,Lawang Bato Covered Court,0,4,579019,Bridges and Roads,Yes,12.4,DSWD
1801,2018-08-24,2018,August,Valenzuela,Parada,14.6985,120.9801,High,1.95,Neck-deep,85,355.1,Monsoon Rains,None (Monsoon),None,5455,1006,572,Bisig Elementary School,0,10,9789189,None,Yes,2.9,PAGASA
1802,2022-05-28,2022,May,Marikina,Tumana,14.6567,121.10499999999999,Very High,0.65,Waist-deep,60,307.2,Typhoon,None (Monsoon),None,2654,618,762,Calumpang Elementary School,0,6,4081659,Homes,No,21.9,PAGASA
1803,2018-09-02,2018,September,Marikina,Calumpang,14.6474,121.1034,Very High,4.46,House-roof level,12,142.2,Typhoon,None (Monsoon),None,7671,2047,1559,Concepcion National High School,0,42,34209825,Roads,No,6.3,PAGASA
1804,2010-04-11,2010,April,Marikina,Concepcion Dos,14.661299999999999,121.10990000000001,Very High,1.6,Neck-deep,110,299.7,Heavy Rain,Rolly,Signal No. 4,7679,1421,1294,Marikina Sports Center,0,7,28905913,Roads,No,14.1,PAGASA
1805,2004-11-10,2004,November,Marikina,Industrial Valley,14.6526,121.11200000000001,High,1.36,Chest-deep,49,345.3,Heavy Rain,None (Monsoon),None,1293,271,124,Tumana Elementary School,0,2,1902904,Roads,No,12.6,DSWD
1806,2015-02-19,2015,February,Marikina,Nangka,14.6704,121.1071,High,1.48,Chest-deep,91,412.9,Continuous Rain,Queenie,Signal No. 2,6999,1409,692,Marikina City Hall Gymnasium,0,6,12630277,Homes,Yes,8.2,LGU Report
1807,2014-05-01,2014,May,Marikina,Fortune,14.6716,121.11070000000001,High,1.79,Neck-deep,62,340.8,Scattered Showers,Quedan,Signal No. 1,5498,1137,1180,Tumana Elementary School,0,9,16585720,Roads,Yes,15.8,MMDA
1808,2012-02-16,2012,February,Pasig,Pinagbuhatan,14.561,121.1027,Very High,2.52,House-roof level,86,136.6,Monsoon Rains,Tonyo,Signal No. 4,1102,220,259,Ugong Elementary School,1,9,6135707,Roads,Yes,19.8,NDRRMC
1809,2004-11-05,2004,November,Pasig,Bambang,14.5587,121.0986,Very High,2.3,House-roof level,22,308.6,Typhoon,None (Monsoon),None,1446,272,239,Ugong Elementary School,0,16,8050806,Homes,Yes,16.7,MMDA
1810,2020-10-13,2020,October,Pasig,Ugong,14.5647,121.07220000000001,High,0.8,Waist-deep,82,404.8,Typhoon,Quedan,Signal No. 1,1220,285,163,Pinagbuhatan Covered Court,0,4,1842392,Homes,Yes,19.2,NDRRMC
1811,2001-02-20,2001,February,Pasig,Dela Paz,14.5739,121.08160000000001,High,2.71,House-roof level,18,105.0,Continuous Rain,Marce,Signal No. 2,1762,426,164,Pinagbuhatan Covered Court,3,22,11678227,None,No,9.8,LGU Report
1812,2021-05-18,2021,May,Pasig,Palatiw,14.5614,121.10170000000001,High,2.55,House-roof level,86,448.0,Continuous Rain,Rolly,Signal No. 2,2188,573,655,Ugong Elementary School,0,14,8079940,Bridges and Roads,Yes,15.8,DSWD
1813,2024-01-04,2024,January,Quezon City,Batasan Hills,14.688699999999999,121.1138,High,1.63,Neck-deep,96,414.0,Typhoon,Kiko,Signal No. 4,7654,1556,2127,Batasan Hills National High School Gym,1,10,10691403,Roads,Yes,20.1,NDRRMC
1814,2016-08-12,2016,August,Quezon City,Commonwealth,14.6806,121.10860000000001,High,2.61,House-roof level,8,289.3,Continuous Rain,None (Monsoon),None,5835,1142,1331,Commonwealth Elementary School,0,4,18112732,Roads,No,18.0,DSWD
1815,2009-04-20,2009,April,Quezon City,Payatas,14.7237,121.11840000000001,High,1.9,Neck-deep,68,351.4,Monsoon Rains,None (Monsoon),None,7114,1437,1248,QC Sports Club,0,5,12692910,Bridges,Yes,21.8,MMDA
1816,2007-06-19,2007,June,Quezon City,Bagong Silangan,14.7007,121.132,Moderate,1.19,Chest-deep,31,241.2,Heavy Rain,None (Monsoon),None,4699,1036,508,Commonwealth Elementary School,0,2,10073237,Roads and Homes,Yes,2.4,DSWD
1817,2016-06-21,2016,June,Quezon City,Novaliches Proper,14.734900000000001,121.0231,Moderate,0.91,Waist-deep,6,281.4,Scattered Showers,Ulysses,Signal No. 2,6922,1590,274,Batasan Hills National High School Gym,0,4,12057696,Roads and Homes,Yes,12.1,PAGASA
1818,2000-04-10,2000,April,Manila,Tondo,14.6181,120.96730000000001,Very High,3.39,House-roof level,153,163.0,Continuous Rain,Quedan,Signal No. 4,7727,1886,2954,Sta. Ana Covered Court,0,26,19658772,Roads,No,21.9,PAGASA
1819,2003-04-10,2003,April,Manila,Binondo,14.5995,120.9744,High,1.95,Neck-deep,38,349.3,Scattered Showers,Tonyo,Signal No. 3,4725,1120,668,Tondo Sports Complex,0,6,17653213,Homes,No,2.8,LGU Report
1820,2009-05-03,2009,May,Manila,Pandacan,14.5881,121.005,Very High,3.14,House-roof level,102,416.7,Scattered Showers,Marce,Signal No. 4,1098,223,467,Sta. Ana Covered Court,2,27,3305525,Roads,No,17.7,PAGASA
1821,2002-11-29,2002,November,Manila,Sta. Ana,14.5739,121.0098,High,1.63,Neck-deep,69,144.9,Monsoon Rains,Ursula,Signal No. 4,7432,1963,2101,Manila City Hall Gymnasium,0,1,30116938,None,Yes,5.6,DSWD
1822,2005-01-09,2005,January,Manila,San Andres Bukid,14.5808,120.9988,High,0.68,Waist-deep,16,260.5,Monsoon Rains,None (Monsoon),None,3815,750,358,Pandacan Elementary School,0,2,6197720,None,No,21.1,NDRRMC
1823,2003-03-02,2003,March,Caloocan,Bagong Barrio,14.6707,120.9888,High,2.74,House-roof level,62,147.7,Continuous Rain,None (Monsoon),None,6337,1359,949,Caloocan City Gymnasium,5,26,41810025,Roads,No,4.3,MMDA
1824,2002-06-01,2002,June,Caloocan,Grace Park,14.659799999999999,120.9838,High,2.5,House-roof level,48,319.3,Monsoon Rains,Queenie,Signal No. 1,6601,1250,1938,Caloocan City Gymnasium,0,13,18081468,None,Yes,22.1,MMDA
1825,2003-01-14,2003,January,Caloocan,Camarin,14.7344,121.01219999999999,Moderate,0.8,Waist-deep,21,84.9,Typhoon,Kiko,Signal No. 3,820,231,94,Caloocan City Gymnasium,0,6,1160342,None,Yes,4.8,NDRRMC
1826,2012-08-17,2012,August,Caloocan,Baesa,14.691699999999999,121.0008,High,1.83,Neck-deep,79,133.8,Continuous Rain,Ondoy,Signal No. 3,4117,790,1109,Bagong Barrio Covered Court,0,8,6977266,Roads,Yes,10.2,NDRRMC
1827,2002-01-07,2002,January,Parañaque,BF Homes,14.4877,121.0119,Moderate,1.23,Chest-deep,20,301.6,Scattered Showers,Ulysses,Signal No. 2,7109,1957,550,La Huerta Elementary School,0,5,21161400,Roads,No,18.4,MMDA
1828,2005-09-26,2005,September,Parañaque,La Huerta,14.493599999999999,120.99940000000001,Moderate,1.05,Chest-deep,40,327.0,Typhoon,Ulysses,Signal No. 4,3127,598,252,Parañaque City Hall Gymnasium,0,8,6899877,Bridges and Roads,No,17.3,LGU Report
1829,2022-01-11,2022,January,Parañaque,Baclaran,14.5243,120.99719999999999,High,1.44,Chest-deep,62,250.0,Continuous Rain,Ulysses,Signal No. 2,7718,2127,1247,Parañaque National High School,0,8,7424644,Roads and Homes,Yes,1.5,DSWD
1830,2021-05-17,2021,May,Las Piñas,Almanza Dos,14.4624,120.9831,Moderate,0.41,Knee-deep,19,186.6,Typhoon,Kiko,Signal No. 1,3159,788,139,Pulang Lupa Covered Court,0,1,1374324,Roads,No,23.1,DSWD
1831,2018-01-24,2018,January,Las Piñas,Pulang Lupa Dos,14.469,120.9761,Moderate,1.19,Chest-deep,48,368.1,Monsoon Rains,Nonoy,Signal No. 3,5748,1209,200,Almanza Elementary School,0,9,6056321,Bridges and Roads,No,6.1,LGU Report
1832,2006-04-16,2006,April,Muntinlupa,Tunasan,14.388499999999999,121.03099999999999,Moderate,0.15,Knee-deep,19,144.2,Scattered Showers,Ulysses,Signal No. 3,6976,1796,465,Muntinlupa City Hall Gymnasium,0,1,1000157,Roads and Homes,Yes,3.8,NDRRMC
1833,2021-01-01,2021,January,Muntinlupa,Alabang,14.4261,121.0426,Low,0.48,Knee-deep,2,312.7,Scattered Showers,Tisoy,Signal No. 3,6489,1469,157,Alabang Covered Court,0,2,6036255,Homes,No,22.5,NDRRMC
1834,2020-03-11,2020,March,Taguig,Ususan,14.5098,121.0626,High,2.35,House-roof level,72,237.2,Monsoon Rains,None (Monsoon),None,6001,1387,1263,Ususan Elementary School,0,23,10870774,Roads,Yes,11.2,MMDA
1835,2000-05-29,2000,May,Taguig,Pinagsama,14.5242,121.0589,Moderate,1.4,Chest-deep,3,353.9,Scattered Showers,Ulysses,Signal No. 2,6499,1577,784,Pinagsama Covered Court,0,1,17070477,None,Yes,21.5,PAGASA
1836,2004-04-01,2004,April,Taguig,Lower Bicutan,14.513,121.05510000000001,Moderate,1.42,Chest-deep,3,213.5,Scattered Showers,Marce,Signal No. 3,5885,1278,872,Ususan Elementary School,0,6,6285625,Roads and Homes,Yes,16.8,DSWD
1837,2024-08-10,2024,August,Malabon,Longos,14.663499999999999,120.957,Very High,2.16,House-roof level,33,250.8,Continuous Rain,Ondoy,Signal No. 2,1141,209,446,Longos Elementary School,0,1,4647855,Roads,No,6.2,PAGASA
